0.0, 120.0
0.0, 121.0
0.0, 175.0
0.0, 176.0
0.0, 177.0
0.0, 178.0
0.0, 179.0
0.0, 180.0
0.0, 518.0
0.0, 519.0
0.0, 520.0
0.0, 521.0
0.0, 522.0
0.0, 862.0
0.0, 863.0
0.0, 955.0
0.0, 956.0
0.0, 957.0
0.0, 958.0
0.0, 959.0
0.0, 960.0
0.0, 961.0
0.0, 962.0
0.0, 981.0
0.0, 982.0
0.0, 983.0
0.0, 984.0
0.0, 985.0
0.0, 986.0
0.0, 987.0
0.0, 988.0
0.0, 989.0
0.0, 1014.0
0.0, 1015.0
0.0, 1077.0
0.0, 1078.0
0.0, 1079.0
0.0, 1080.0
0.0, 1216.0
0.0, 1217.0
0.0, 1218.0
0.0, 1270.0
0.0, 1271.0
0.0, 1272.0
0.0, 1273.0
0.0, 1274.0
0.0, 1275.0
0.0, 1276.0
0.0, 1456.0
0.0, 1457.0
0.0, 1458.0
0.0, 1459.0
0.0, 1610.0
0.0, 1611.0
0.0, 1613.0
0.0, 1614.0
0.0, 1656.0
0.0, 1657.0
1.0, 121.00033
1.0, 122.00033
1.0, 174.00032
1.0, 175.00032
1.0, 176.00032
1.0, 177.00032
1.0, 178.00032
1.0, 179.00032
1.0, 519.0003
1.0, 520.0003
1.0, 521.0003
1.0, 522.0003
1.0, 861.0003
1.0, 862.0003
1.0, 959.0003
1.0, 960.0003
1.0, 961.0003
1.0, 962.0003
1.0, 963.0003
1.0, 964.0003
1.0, 965.0003
1.0, 966.0003
1.0, 985.0003
1.0, 986.0003
1.0, 987.0003
1.0, 988.0003
1.0, 989.0003
1.0, 990.0003
1.0, 991.0003
1.0, 992.0003
1.0, 993.0003
1.0, 1015.0003
1.0, 1077.0004
1.0, 1078.0004
1.0, 1079.0004
1.0, 1080.0004
1.0, 1216.0004
1.0, 1217.0004
1.0, 1275.0004
1.0, 1276.0004
1.0, 1455.0004
1.0, 1456.0004
1.0, 1457.0004
1.0, 1458.0004
1.0, 1459.0004
1.0, 1610.0004
1.0, 1611.0004
1.0, 1613.0004
1.0, 1614.0004
1.0, 1656.0004
1.0, 1657.0004
2.0, 121.000656
2.0, 122.000656
2.0, 173.00066
2.0, 174.00066
2.0, 175.00066
2.0, 176.00066
2.0, 177.00066
2.0, 178.00066
2.0, 519.0007
2.0, 520.0007
2.0, 521.0007
2.0, 522.0007
2.0, 523.0007
2.0, 861.0007
2.0, 862.0007
2.0, 963.0007
2.0, 964.0007
2.0, 965.0007
2.0, 966.0007
2.0, 967.0007
2.0, 968.0007
2.0, 969.0007
2.0, 970.0007
2.0, 989.0007
2.0, 990.0007
2.0, 991.0007
2.0, 992.0007
2.0, 993.0007
2.0, 994.0007
2.0, 995.0007
2.0, 996.0007
2.0, 997.0007
2.0, 1015.0007
2.0, 1016.0007
2.0, 1077.0006
2.0, 1078.0006
2.0, 1079.0006
2.0, 1080.0006
2.0, 1081.0006
2.0, 1215.0006
2.0, 1216.0006
2.0, 1217.0006
2.0, 1275.0006
2.0, 1276.0006
2.0, 1455.0006
2.0, 1456.0006
2.0, 1457.0006
2.0, 1458.0006
2.0, 1459.0006
2.0, 1610.0006
2.0, 1611.0006
2.0, 1613.0006
2.0, 1614.0006
2.0, 1657.0006
3.0, 121.000984
3.0, 122.000984
3.0, 171.00098
3.0, 172.00098
3.0, 173.00098
3.0, 174.00098
3.0, 175.00098
3.0, 176.00098
3.0, 177.00098
3.0, 519.001
3.0, 520.001
3.0, 521.001
3.0, 522.001
3.0, 523.001
3.0, 861.001
3.0, 862.001
3.0, 966.001
3.0, 967.001
3.0, 968.001
3.0, 969.001
3.0, 970.001
3.0, 971.001
3.0, 972.001
3.0, 973.001
3.0, 993.001
3.0, 994.001
3.0, 995.001
3.0, 996.001
3.0, 997.001
3.0, 998.001
3.0, 999.001
3.0, 1000.001
3.0, 1001.001
3.0, 1015.001
3.0, 1016.001
3.0, 1078.001
3.0, 1079.001
3.0, 1080.001
3.0, 1081.001
3.0, 1215.001
3.0, 1216.001
3.0, 1275.001
3.0, 1276.001
3.0, 1455.001
3.0, 1456.001
3.0, 1457.001
3.0, 1458.001
3.0, 1610.001
3.0, 1611.001
3.0, 1614.001
3.0, 1624.001
3.0, 1625.001
3.0, 1626.001
3.0, 1627.001
3.0, 1628.001
3.0, 1629.001
3.0, 1630.001
3.0, 1631.001
3.0, 1632.001
3.0, 1633.001
3.0, 1657.001
3.0, 1658.001
4.0, 121.00131
4.0, 122.00131
4.0, 170.00131
4.0, 171.00131
4.0, 172.00131
4.0, 173.00131
4.0, 174.00131
4.0, 175.00131
4.0, 176.00131
4.0, 520.0013
4.0, 521.0013
4.0, 522.0013
4.0, 523.0013
4.0, 524.0013
4.0, 860.0013
4.0, 861.0013
4.0, 970.0013
4.0, 971.0013
4.0, 972.0013
4.0, 973.0013
4.0, 974.0013
4.0, 975.0013
4.0, 976.0013
4.0, 977.0013
4.0, 997.0013
4.0, 998.0013
4.0, 999.0013
4.0, 1000.0013
4.0, 1001.0013
4.0, 1002.0013
4.0, 1003.0013
4.0, 1004.0013
4.0, 1005.0013
4.0, 1015.0013
4.0, 1016.0013
4.0, 1078.0013
4.0, 1079.0013
4.0, 1080.0013
4.0, 1081.0013
4.0, 1214.0013
4.0, 1215.0013
4.0, 1216.0013
4.0, 1275.0013
4.0, 1276.0013
4.0, 1454.0013
4.0, 1455.0013
4.0, 1456.0013
4.0, 1457.0013
4.0, 1458.0013
4.0, 1610.0013
4.0, 1611.0013
4.0, 1614.0013
4.0, 1624.0013
4.0, 1625.0013
4.0, 1626.0013
4.0, 1627.0013
4.0, 1628.0013
4.0, 1629.0013
4.0, 1630.0013
4.0, 1631.0013
4.0, 1632.0013
4.0, 1633.0013
4.0, 1634.0013
4.0, 1635.0013
4.0, 1636.0013
4.0, 1637.0013
4.0, 1638.0013
4.0, 1639.0013
4.0, 1640.0013
4.0, 1641.0013
4.0, 1642.0013
4.0, 1643.0013
4.0, 1644.0013
4.0, 1645.0013
4.0, 1657.0013
4.0, 1658.0013
5.0, 121.00164
5.0, 122.00164
5.0, 169.00163
5.0, 170.00163
5.0, 171.00163
5.0, 172.00163
5.0, 173.00163
5.0, 174.00163
5.0, 520.00165
5.0, 521.00165
5.0, 522.00165
5.0, 523.00165
5.0, 524.00165
5.0, 860.00165
5.0, 861.00165
5.0, 974.00165
5.0, 975.00165
5.0, 976.00165
5.0, 977.00165
5.0, 978.00165
5.0, 979.00165
5.0, 980.00165
5.0, 981.00165
5.0, 1002.00165
5.0, 1003.00165
5.0, 1004.00165
5.0, 1005.00165
5.0, 1006.00165
5.0, 1007.00165
5.0, 1008.00165
5.0, 1009.00165
5.0, 1015.00165
5.0, 1016.00165
5.0, 1078.0016
5.0, 1079.0016
5.0, 1080.0016
5.0, 1081.0016
5.0, 1214.0016
5.0, 1215.0016
5.0, 1275.0016
5.0, 1276.0016
5.0, 1454.0016
5.0, 1455.0016
5.0, 1456.0016
5.0, 1457.0016
5.0, 1610.0016
5.0, 1611.0016
5.0, 1614.0016
5.0, 1615.0016
5.0, 1624.0016
5.0, 1625.0016
5.0, 1635.0016
5.0, 1636.0016
5.0, 1637.0016
